filename,distrito,cd_indice_vulnerabilidade_social,latitude,longitude,downloaded,image_path
TATUAPE.geojson,TATUAPE,1.0,-23.544485748119108,-46.56691499511851,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/31_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.544413275729102,-46.55735409667621,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/32_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.538907746115733,-46.55959339750571,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/33_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.546701748525614,-46.57009986803702,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/34_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.5274971970908,-46.55833346081126,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/35_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.543444261768315,-46.56013578023733,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/36_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.540774235676903,-46.56594172458284,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/37_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.5320351486434,-46.58191671118399,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/38_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.542375220142954,-46.57320817502812,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/39_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.55244781583872,-46.554866435503584,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/40_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.5326747236494,-46.55851439514073,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/41_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54537073805303,-46.57035044166791,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/42_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.538900243135124,-46.5611934882506,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/43_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.5368731799701,-46.57863054790118,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/44_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.536364674876907,-46.57949614048043,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/45_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.55183978684214,-46.565509991418736,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/46_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.545533760622533,-46.56418424705515,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/47_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53203920133429,-46.56392570949211,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/48_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.532830656655065,-46.58042168324935,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/49_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.54239922452833,-46.57224614728064,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/50_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.53581617284633,-46.57943919797712,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/51_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53118871568596,-46.55755643685389,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/52_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,0.0,-23.53863224568529,-46.55825405311501,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/53_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54743926019671,-46.5671987360081,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/54_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.527310190479767,-46.56047954195122,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/55_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.5333447147328,-46.561390823878114,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/56_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.54418175164268,-46.56513135616457,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/57_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.5460127511488,-46.56753032119249,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/58_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.5513457919594,-46.56360782869538,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/59_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.55074330837872,-46.55575406798353,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/60_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.52750068945076,-46.560931783567526,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/61_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.543892744386746,-46.567127359490016,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/62_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.550319258542725,-46.57080853527551,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/63_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53536023875349,-46.55745888093063,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/64_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.542093744291066,-46.56495504797742,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/65_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.531812650630407,-46.58103485425173,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/66_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.531833728550545,-46.55532443452052,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/67_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54262071640805,-46.57431897340258,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/68_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54633828165779,-46.55945457974626,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/69_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.52796619612602,-46.55939168932141,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/70_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.5458997677144,-46.56221714135705,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/71_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.543025752514787,-46.563003849712,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/72_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53561022245684,-46.56042043429207,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/73_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.55351481113803,-46.55731316337637,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/74_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53836869124032,-46.57764933307346,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/75_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53438073919276,-46.55522295003175,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/76_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.55163579356466,-46.56086360974855,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/77_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.546918748907885,-46.5693070091198,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/78_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.529448707787004,-46.55792616863047,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/79_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.52736118443456,-46.5619444188113,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/80_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54426375926784,-46.5625962928288,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/81_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.5392407272784,-46.56585276863228,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/82_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.534907194651623,-46.57061742489938,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/83_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.549541286565105,-46.56137414085552,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/84_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54751924759132,-46.57167924673722,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/85_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.538907746115733,-46.55899447719578,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/86_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.541799254838786,-46.560508355620414,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/87_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54790077812692,-46.56174630863546,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/88_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.5446012461984,-46.56756189017644,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/89_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.530344155370507,-46.57708449272697,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/90_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54593928320952,-46.55695599334261,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/91_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.53678271271528,-46.56712745207889,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/92_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.53766119019305,-46.57629103539372,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/93_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.549949761217853,-46.56966441550384,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/94_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.540683235405147,-46.56512240655907,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/95_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.55452632452404,-46.55496272514316,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/96_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,1.0,-23.54387675057732,-46.565775950850615,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/97_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.535394717007783,-46.56359496892003,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/98_TATUAPE_640_640_20.png
TATUAPE.geojson,TATUAPE,2.0,-23.54751979538466,-46.55655172089085,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/99_TATUAPE_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.736914209490045,-46.70163324165157,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/100_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.731505647457865,-46.71483014062935,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/101_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.714711158733344,-46.68231845493146,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/102_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.73821420980792,-46.703343923453374,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/103_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,3.0,-23.718261188121424,-46.679972186930335,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/104_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.73534118084007,-46.70733511489696,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/105_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.725275199517604,-46.686366102445696,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/106_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.733386196505528,-46.70049453207517,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/107_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.72359813666831,-46.7039044153441,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/108_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.71050812132386,-46.69030833005702,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/109_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.73057468192101,-46.70113033597262,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/110_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,3.0,-23.721725199918176,-46.68136041825064,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/111_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.735958156840063,-46.71401910191339,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/112_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.710869618783907,-46.692283283645125,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/113_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,6.0,-23.71773213562446,-46.69605035456129,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/114_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.732213203591773,-46.69671195370054,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/115_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.73357017084352,-46.70954826241632,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/116_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.755950253187315,-46.714125488593965,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/117_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.71540612590977,-46.69383091895651,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/118_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.724586668414155,-46.69633258735546,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/119_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.72468512535628,-46.70913622973703,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/120_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.7247261643403,-46.69759401096846,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/121_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,6.0,-23.73134317231621,-46.70484471278939,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/122_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.719550151354483,-46.694199732142735,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/123_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.70863561691273,-46.68967058634967,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/124_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.721689205890584,-46.67915213090931,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/125_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.73392367506966,-46.70770397541551,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/126_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.7310836440057,-46.71494941315663,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/127_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,3.0,-23.728722642311617,-46.71093467660212,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/128_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,6.0,-23.75890677333296,-46.71222314576627,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/129_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.7375641927011,-46.706285210840335,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/130_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.742325212938965,-46.709117318792245,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/131_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,2.0,-23.701650583427668,-46.69035339270612,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/132_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,4.0,-23.717784174561203,-46.683925786186585,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/133_CIDADE_DUTRA_640_640_20.png
CIDADE DUTRA.geojson,CIDADE DUTRA,6.0,-23.713909670404227,-46.67926389777082,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/134_CIDADE_DUTRA_640_640_20.png
