filename,distrito,cd_indice_vulnerabilidade_social,latitude,longitude,downloaded,image_path,pool_count,bbox_centers,bbox_centers_coords
TATUAPE.geojson,TATUAPE,1.0,-23.543540249302577,-46.56509374235324,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/29_TATUAPE_640_640_20.png,5,"[(175.73480224609375, 217.20370483398438), (604.2750854492188, 452.10870361328125), (115.96421813964844, 586.048095703125), (64.87716674804688, 603.269775390625), (612.384521484375, 483.34124755859375)]","[(-23.543413652547567, -46.5652872161752), (-23.54370294517755, -46.56471250149871), (-23.5438678956009, -46.56536737440829), (-23.54388910462172, -46.565435887169784), (-23.54374140900261, -46.564701625947244)]"
TATUAPE.geojson,TATUAPE,1.0,-23.551106302410965,-46.55833046974825,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/30_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.544485748119108,-46.56691499511851,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/31_TATUAPE_640_640_20.png,1,"[(468.9386291503906, 337.9495849609375)]","[(-23.5445078534184, -46.56671525376531)]"
TATUAPE.geojson,TATUAPE,2.0,-23.544413275729102,-46.55735409667621,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/32_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.538907746115733,-46.55959339750571,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/33_TATUAPE_640_640_20.png,1,"[(613.4605712890625, 486.5394287109375)]","[(-23.539112851697528, -46.55919983801107)]"
TATUAPE.geojson,TATUAPE,1.0,-23.546701748525614,-46.57009986803702,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/34_TATUAPE_640_640_20.png,5,"[(328.9451904296875, 263.68914794921875), (14.80242919921875, 589.0671997070312), (406.00390625, 250.2053985595703), (629.79931640625, 108.194091796875), (267.07208251953125, 330.1068115234375)]","[(-23.546632401670966, -46.57008787165669), (-23.547033104974844, -46.57050916800261), (-23.546615796423932, -46.56998452833829), (-23.5464409093979, -46.569684396677886), (-23.546714195071246, -46.570170849581025)]"
TATUAPE.geojson,TATUAPE,1.0,-23.5274971970908,-46.55833346081126,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/35_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.543444261768315,-46.56013578023733,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/36_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.540774235676903,-46.56594172458284,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/37_TATUAPE_640_640_20.png,6,"[(417.14703369140625, 295.4945068359375), (446.2584228515625, 389.9427490234375), (142.7757568359375, 315.70196533203125), (534.442626953125, 531.6690673828125), (244.39794921875, 612.673583984375), (52.353824615478516, 26.755136489868164)]","[(-23.540744055784117, -46.565811440854034), (-23.54086037410524, -46.5657723996174), (-23.540768942405528, -46.56617939972697), (-23.541034918035635, -46.565654135924774), (-23.541134679652753, -46.566043114370125), (-23.540413088138195, -46.56630066443314)]"
TATUAPE.geojson,TATUAPE,1.0,-23.5320351486434,-46.58191671118399,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/38_TATUAPE_640_640_20.png,2,"[(179.92745971679688, 237.94528198242188), (91.53980255126953, 284.18524169921875)]","[(-23.531934086930335, -46.58210456223984), (-23.53199103782425, -46.58222309878305)]"
TATUAPE.geojson,TATUAPE,1.0,-23.542375220142954,-46.57320817502812,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/39_TATUAPE_640_640_20.png,5,"[(243.30592346191406, 117.64054107666016), (296.5242919921875, 405.65301513671875), (279.92236328125, 263.463134765625), (216.41030883789062, 20.30038070678711), (370.655029296875, 326.958740234375)]","[(-23.542126006124434, -46.57331102932937), (-23.542480705363236, -46.57323965826193), (-23.54230559266196, -46.57326192308151), (-23.542006127702845, -46.57334709899438), (-23.542383790118517, -46.573140241650755)]"
TATUAPE.geojson,TATUAPE,2.0,-23.55244781583872,-46.554866435503584,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/40_TATUAPE_640_640_20.png,1,"[(481.65673828125, 562.2344970703125)]","[(-23.552746114756616, -46.55464963791492)]"
TATUAPE.geojson,TATUAPE,2.0,-23.5326747236494,-46.55851439514073,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/41_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.54537073805303,-46.57035044166791,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/42_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.538900243135124,-46.5611934882506,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/43_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.5368731799701,-46.57863054790118,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/44_TATUAPE_640_640_20.png,1,"[(18.332836151123047, 35.26292419433594)]","[(-23.53652249984946, -46.57903511324375)]"
TATUAPE.geojson,TATUAPE,1.0,-23.536364674876907,-46.57949614048043,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/45_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.55183978684214,-46.565509991418736,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/46_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.545533760622533,-46.56418424705515,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/47_TATUAPE_640_640_20.png,10,"[(117.44216918945312, 454.3922424316406), (337.52764892578125, 316.4067077636719), (62.6774787902832, 461.35198974609375), (393.0874328613281, 341.33154296875), (385.4114990234375, 543.2080078125), (162.36431884765625, 530.8641357421875), (389.61297607421875, 460.87103271484375), (168.84878540039062, 477.904296875), (55.003143310546875, 566.1468505859375), (230.2103729248047, 511.3439025878906)]","[(-23.545699266235605, -46.56445589703245), (-23.54552933544126, -46.5641607407537), (-23.545707837245548, -46.56452934186964), (-23.545560030666348, -46.56408622961787), (-23.545808643885938, -46.564096523800245), (-23.545793442263598, -46.564395652010646), (-23.545707244941358, -46.56409088920621), (-23.545728221604715, -46.5643869557031), (-23.545836893338194, -46.56453963390846), (-23.545769402868935, -46.56430466377792)]"
TATUAPE.geojson,TATUAPE,2.0,-23.53203920133429,-46.56392570949211,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/48_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.532830656655065,-46.58042168324935,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/49_TATUAPE_640_640_20.png,1,"[(535.7945556640625, 18.099079132080078)]","[(-23.532458826241193, -46.580132281521884)]"
TATUAPE.geojson,TATUAPE,1.0,-23.54239922452833,-46.57224614728064,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/50_TATUAPE_640_640_20.png,1,"[(434.1957702636719, 415.01190185546875)]","[(-23.542516235582188, -46.57209299951895)]"
TATUAPE.geojson,TATUAPE,1.0,-23.53581617284633,-46.57943919797712,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/51_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.53118871568596,-46.55755643685389,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/52_TATUAPE_640_640_20.png,1,"[(486.5220642089844, 238.186279296875)]","[(-23.531087950146116, -46.55733311438455)]"
TATUAPE.geojson,TATUAPE,0.0,-23.53863224568529,-46.55825405311501,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/53_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.54743926019671,-46.5671987360081,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/54_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.527310190479767,-46.56047954195122,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/55_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.5333447147328,-46.561390823878114,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/56_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.54418175164268,-46.56513135616457,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/57_TATUAPE_640_640_20.png,1,"[(147.7112274169922, 73.9268798828125)]","[(-23.543878706610982, -46.56536241235714)]"
TATUAPE.geojson,TATUAPE,2.0,-23.5460127511488,-46.56753032119249,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/58_TATUAPE_640_640_20.png,1,"[(149.247314453125, 370.5254211425781)]","[(-23.546074973567205, -46.567759317341235)]"
TATUAPE.geojson,TATUAPE,2.0,-23.5513457919594,-46.56360782869538,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/59_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.55074330837872,-46.55575406798353,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/60_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.52750068945076,-46.560931783567526,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/61_TATUAPE_640_640_20.png,1,"[(102.19729614257812, 124.42951965332031)]","[(-23.527259809104585, -46.56122387841926)]"
TATUAPE.geojson,TATUAPE,1.0,-23.543892744386746,-46.567127359490016,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/62_TATUAPE_640_640_20.png,3,"[(167.5261993408203, 386.939208984375), (213.59207153320312, 561.1476440429688), (385.9479675292969, 376.1073913574219)]","[(-23.543975181831694, -46.567331841855975), (-23.544189724227593, -46.567270062989735), (-23.54396184215555, -46.567038916778074)]"
TATUAPE.geojson,TATUAPE,1.0,-23.550319258542725,-46.57080853527551,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/63_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.53536023875349,-46.55745888093063,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/64_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.542093744291066,-46.56495504797742,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/65_TATUAPE_640_640_20.png,5,"[(265.64154052734375, 26.795207977294922), (36.89069747924805, 40.337223052978516), (358.96337890625, 517.2391357421875), (507.41253662109375, 51.52351379394531), (241.5027313232422, 481.93389892578125)]","[(-23.541732649725684, -46.565027948018965), (-23.54174932731139, -46.56533472540236), (-23.54233665294036, -46.56490279425337), (-23.541763103719223, -46.564703709329514), (-23.542293172992245, -46.565060320536716)]"
TATUAPE.geojson,TATUAPE,1.0,-23.531812650630407,-46.58103485425173,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/66_TATUAPE_640_640_20.png,1,"[(392.4768981933594, 14.304753303527832)]","[(-23.531436144095522, -46.5809376556015)]"
TATUAPE.geojson,TATUAPE,2.0,-23.531833728550545,-46.55532443452052,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/67_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.54262071640805,-46.57431897340258,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/68_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.54633828165779,-46.55945457974626,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/69_TATUAPE_640_640_20.png,3,"[(212.901611328125, 24.993099212646484), (311.66815185546875, 610.65380859375), (585.229736328125, 9.536296844482422)]","[(-23.545974979443766, -46.559598209221036), (-23.546696223020838, -46.55946575357425), (-23.545955944327954, -46.559098880578446)]"
TATUAPE.geojson,TATUAPE,1.0,-23.52796619612602,-46.55939168932141,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/70_TATUAPE_640_640_20.png,2,"[(580.2862548828125, 426.9477844238281), (132.1460418701172, 355.240966796875)]","[(-23.528097921160192, -46.55904261984852), (-23.528009601583932, -46.55964361995898)]"
TATUAPE.geojson,TATUAPE,1.0,-23.5458997677144,-46.56221714135705,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/71_TATUAPE_640_640_20.png,1,"[(488.1379699707031, 458.0020446777344)]","[(-23.54606971836793, -46.56199165179912)]"
TATUAPE.geojson,TATUAPE,2.0,-23.543025752514787,-46.563003849712,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/72_TATUAPE_640_640_20.png,2,"[(425.47930908203125, 258.0882568359375), (413.52532958984375, 299.7890625)]","[(-23.54294950602716, -46.56286239158222), (-23.543000862034933, -46.562878423044666)]"
TATUAPE.geojson,TATUAPE,2.0,-23.53561022245684,-46.56042043429207,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/73_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.55351481113803,-46.55731316337637,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/74_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.53836869124032,-46.57764933307346,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/75_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.53438073919276,-46.55522295003175,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/76_TATUAPE_640_640_20.png,1,"[(16.408287048339844, 394.79986572265625)]","[(-23.534472863911198, -46.555630096383986)]"
TATUAPE.geojson,TATUAPE,1.0,-23.55163579356466,-46.56086360974855,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/77_TATUAPE_640_640_20.png,6,"[(303.7122802734375, 321.7303466796875), (293.1341552734375, 380.73150634765625), (307.2132568359375, 30.01189422607422), (219.3166046142578, 31.200420379638672), (174.98873901367188, 466.8190002441406), (243.7825927734375, 545.03125)]","[(-23.55163792440786, -46.560885453182976), (-23.55171058165125, -46.5608996394892), (-23.551278686407787, -46.560880758029), (-23.551280150023665, -46.560998636086275), (-23.551816594482727, -46.5610580841147), (-23.551912909309394, -46.56096582478936)]"
TATUAPE.geojson,TATUAPE,2.0,-23.546918748907885,-46.5693070091198,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/78_TATUAPE_640_640_20.png,6,"[(96.64503479003906, 159.4207763671875), (502.1097412109375, 213.39186096191406), (518.3392333984375, 286.89996337890625), (57.83942794799805, 17.878801345825195), (255.71591186523438, 273.91998291015625), (231.4636688232422, 238.11572265625)]","[(-23.546720995805313, -46.5696065501002), (-23.54678746112496, -46.56906278204219), (-23.546877986256348, -46.56904101669662), (-23.54654668704935, -46.569658592236394), (-23.54686200142748, -46.56939322040579), (-23.546817908528098, -46.56942574504947)]"
TATUAPE.geojson,TATUAPE,2.0,-23.529448707787004,-46.55792616863047,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/79_TATUAPE_640_640_20.png,3,"[(260.21337890625, 541.46142578125), (312.3005676269531, 614.9030151367188), (468.3124694824219, 168.75946044921875)]","[(-23.52972147346779, -46.55800634837074), (-23.529811928701918, -46.557936494326704), (-23.529262430521843, -46.55772726701898)]"
TATUAPE.geojson,TATUAPE,2.0,-23.52736118443456,-46.5619444188113,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/80_TATUAPE_640_640_20.png,1,"[(448.06585693359375, 264.6145935058594)]","[(-23.52729296723732, -46.56177266989896)]"
TATUAPE.geojson,TATUAPE,2.0,-23.54426375926784,-46.5625962928288,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/81_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.5392407272784,-46.56585276863228,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/82_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.534907194651623,-46.57061742489938,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/83_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.549541286565105,-46.56137414085552,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/84_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.54751924759132,-46.57167924673722,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/85_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.538907746115733,-46.55899447719578,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/86_TATUAPE_640_640_20.png,1,"[(167.36941528320312, 486.8581237792969)]","[(-23.539113244193995, -46.55919916982459)]"
TATUAPE.geojson,TATUAPE,2.0,-23.541799254838786,-46.560508355620414,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/87_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,2.0,-23.54790077812692,-46.56174630863546,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/88_TATUAPE_640_640_20.png,0,[],[]
TATUAPE.geojson,TATUAPE,1.0,-23.5446012461984,-46.56756189017644,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/89_TATUAPE_640_640_20.png,2,"[(164.73239135742188, 42.55342102050781), (132.29737854003906, 147.20278930664062)]","[(-23.54425956507919, -46.56777011931374), (-23.54438844291006, -46.56781361785666)]"
TATUAPE.geojson,TATUAPE,1.0,-23.530344155370507,-46.57708449272697,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/90_TATUAPE_640_640_20.png,3,"[(590.899169921875, 206.90591430664062), (14.377948760986328, 366.992431640625), (562.4949951171875, 130.83053588867188)]","[(-23.530204862600932, -46.57672119029099), (-23.530402033781318, -46.57749436196258), (-23.53011116406585, -46.576759283083604)]"
TATUAPE.geojson,TATUAPE,2.0,-23.54593928320952,-46.55695599334261,1.0,/media/paulo/datapartition1/projects/cloudwalk/nimbus3/data/geosampa/images/91_TATUAPE_640_640_20.png,0,[],[]
